"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Geelong (VIC)","Race 12","","","SLEEK MONIQUE (8)","Marcus Lloyd","0.00","","","","25.0kg","My Redeemer","Mimstar","$0.00"
"Geelong (VIC)","Race 13","","","INSANE (1)","Heath Mcadam","0.00","","","","31.5kg","Black Magic Opal","Immersion","$0.00"
"Geelong (VIC)","Race 13","","","MY BOY HARVEY (2)","Donna Knight","0.00","","","","33.5kg","Shima Shine","Mepunga Midget","$0.00"
"Geelong (VIC)","Race 13","","","KRAKEN HOOK (3)","Cooper Hayes","0.00","","","","34.1kg","Feral Franky","Kraken Lightning","$0.00"
"Geelong (VIC)","Race 13","","","JEFF THE MAN (4)","John Frewin","0.00","","","","28.6kg","My Redeemer","Mimstar","$0.00"
"Geelong (VIC)","Race 13","","","ACOUSTIC FLASH (5)","Noel Walsh","0.00","","","","26.9kg","Aston Dee Bee","Acoustic Lee","$0.00"
"Geelong (VIC)","Race 13","","","SABATINI (6)","Andrew Mooney","0.00","","","","25.0kg","Aussie Infrared","Magic Lantern","$0.00"
"Geelong (VIC)","Race 13","","","MADDY GIBLET (7)","Rita Gatt","0.00","","","","26.3kg","Feral Franky","Gloria Bale","$0.00"
"Geelong (VIC)","Race 13","","","HE MAN (8)","Donald Jarvis","0.00","","","","35.6kg","Hooksy","Leave Me Out","$0.00"
"Horsham (VIC)","Race 1","1","","LEKTRA JIMMY (3)","Philip Lenehan","23.90","0.00","","","31.9kg","Tommy Shelby","Lektra Perry","$3.60"
"Horsham (VIC)","Race 1","2","","LIFE IS YOURS (7)","Daniel Pell","24.04","2.00","","","32.5kg","Feral Franky","Rasputia","$5.50"
"Horsham (VIC)","Race 1","3","","PINAROO FLYER (4)","Darren Petersen","24.25","5.00","","","34.1kg","Aston Rupee","Cindy Maree","$10.00"
"Horsham (VIC)","Race 1","4","","LEKTRA ROGER (5)","Sharon Bradley","24.30","5.75","","","29.5kg","Bernardo","Lektra Jena","$12.00"
"Horsham (VIC)","Race 1","5","","SUPER SYMON (2)","Robert Jehu","24.44","7.75","","","33.8kg","Superior Panama","Rattlin' Home","$3.40"
"Horsham (VIC)","Race 1","6","","POWDER DRY (1)","John Caulfield","24.55","9.25","","","33.5kg","Beast Unleashed","Minnie Banjo","$8.00"
"Horsham (VIC)","Race 1","7","","NIGHTMARE (8)","Robert Camilleri","24.76","12.25","","","32.4kg","Plaintiff","Submission","$6.00"
"Horsham (VIC)","Race 1","8","","TINKER ROSE (6)","Jennifer Burns","24.93","14.75","","","26.0kg","Whiskey Riot","Tinker Jenny","$10.00"
"Horsham (VIC)","Race 1","SCR","","ASTON DEUTZ","David Peckham","","","","","","Good Odds Harada","Aston Chandon",""
"Horsham (VIC)","Race 1","SCR","","FUNGUS","Daniel Pell","","","","","","Feral Franky","Rasputia",""
"Horsham (VIC)","Race 2","1","","LEKTRA SOLO (5)","Philip Lenehan","23.42","0.00","","","30.7kg","Sennachie","Lektra Rainbow","$2.40"
"Horsham (VIC)","Race 2","2","","UPTOWN SALLY (2)","Michael Bewley","23.99","8.10","","","25.9kg","My Redeemer","Harper's Girl","$10.00"
"Horsham (VIC)","Race 2","3","","ALBORZ GIRL (6)","Dylan Sharp","24.06","9.17","","","29.3kg","Aston Rupee","Oakvale Beauty","$4.60"
"Horsham (VIC)","Race 2","4","","SIA RIOT (4)","Colin Bermingham","24.14","10.26","","","27.0kg","Allen Deed","Blue Sky Riot","$7.50"
"Horsham (VIC)","Race 2","5","","EDINA (3)","Daniel Gibbons","24.23","11.63","","","25.8kg","Allen Deed","Elanda Bale","$16.00"
"Horsham (VIC)","Race 2","6","","REIKO MIMOSA (1)","Stephen Tabb","24.25","11.86","","","29.5kg","Fabregas","Reiko Martini","$8.00"
"Horsham (VIC)","Race 2","7","","LEKTRA BILLS (7)","Sharon Bradley","24.26","11.94","","","31.0kg","Bernardo","Lektra Jena","$6.00"
"Horsham (VIC)","Race 2","8","","LEKTRA TWYLA (8)","Philip Lenehan","24.51","15.51","","","26.0kg","Zack Monelli","Won't Stop Her","$16.00"
"Horsham (VIC)","Race 2","SCR","","ACE IS FIRE","Mark Johnson","","","","","","Js Flamin Ace","Pookie",""
"Horsham (VIC)","Race 2","SCR","","MY RULES","Justin Nolan","","","","","","My Redeemer","Hightan",""
"Horsham (VIC)","Race 3","1","","FIFTY SHORT (4)","Kevin Turner","23.25","0.00","","","31.1kg","Orson Allen","Summer Skye","$2.40"
"Horsham (VIC)","Race 3","2","","TALKIN' BLUEY (1)","Caitlin Hartigan","23.55","4.39","","","33.6kg","Raw Ability","Kraken Bam Bam","$12.00"
"Horsham (VIC)","Race 3","3","","ALL JAZZ (2)","Michelle Nolan","23.61","5.19","","","27.9kg","Shima Shine","Jazz Opera","$7.50"
"Horsham (VIC)","Race 3","4","","NOVA OWEN (3)","Stephen Elsum","23.73","6.87","","","30.8kg","Fernando Bale","Nova Willow","$6.00"
"Horsham (VIC)","Race 3","5","","IS HE LUCKY (7)","Douglas Hammerstein","23.74","6.97","","","33.0kg","Beast Unleashed","Made Me Blind","$12.00"
"Horsham (VIC)","Race 3","6","","MANDOLIN WIND (5)","Vito Inguanti","24.15","12.94","","","28.6kg","Aston Fastnet","Pretty Much","$51.00"
"Horsham (VIC)","Race 3","7","","ON A MISSION (8)","Shane Millsom","24.16","13.06","","","28.5kg","Hooksy","Leave Me Out","$3.60"
"Horsham (VIC)","Race 3","8","","KARUNA (6)","Mark Johnson","24.48","17.67","","","25.8kg","Aston Rupee","Silky Riot","$26.00"
"Horsham (VIC)","Race 3","SCR","","BLACK VIPER","David Peckham","","","","","","Aston Dee Bee","Lady Pandora",""
"Horsham (VIC)","Race 3","SCR","","BETTER BANJO","Manuel Valcarcel-Fuentes","","","","","","Fernando Bale","Bring Your Banjo",""
"Horsham (VIC)","Race 4","1","","TOUCH OF SIN (4)","Jason Sharp","23.34","0.00","","","25.7kg","High Earner","Devel Sixteen","$10.00"
"Horsham (VIC)","Race 4","2","","STOJANOVIC (2)","Chloe Dew","23.47","1.80","","","29.7kg","Aussie Secret","Dyna Sarah","$3.20"
"Horsham (VIC)","Race 4","3","","NOSEY PARKER (8)","Barry Fullerton","23.50","2.31","","","35.9kg","Aussie Infrared","Patriot Tubman","$16.00"
"Horsham (VIC)","Race 4","4","","GENESIS BALE (1)","Andrea Gurry","23.52","2.57","","","33.2kg","Js Flamin Ace","Faithy Bale","$6.00"
"Horsham (VIC)","Race 4","5","","PAW PAVLOV (6)","Andrea Gurry","23.59","3.60","","","33.6kg","Js Flamin Ace","Dyna Adria","$10.00"
"Horsham (VIC)","Race 4","6","","LADY JULIA (5)","Daniel Gibbons","23.76","5.96","","","29.2kg","Bernardo","Shore's Girl","$2.80"
"Horsham (VIC)","Race 4","7","","PAW GLORY (7)","Andrea Gurry","23.80","6.47","","","32.2kg","Fernando Bale","Dyna Kelly","$8.00"
"Horsham (VIC)","Race 4","8","","MAN OF COURAGE (3)","Shaun Coulson","24.11","11.01","","","27.4kg","Fernando Bale","Smokin' Cindy","$18.00"
"Horsham (VIC)","Race 5","1","","KIWI KENJI (8)","Thomas Dailly","27.60","0.00","","","26.2kg","Fernando Bale","Lala Kiwi","$12.00"
"Horsham (VIC)","Race 5","2","","PAGODA GROWLER (5)","Michael Callanan","27.68","1.14","","","26.6kg","Aussie Infrared","Sweet Waterloo","$10.00"
"Horsham (VIC)","Race 5","3","","OREGON JANET (3)","Thomas Dailly","27.75","2.11","","","25.8kg","Malachi","La La Oregon","$9.00"
"Horsham (VIC)","Race 5","4","","VISTA YANK (1)","Thomas Dailly","28.11","7.29","","","29.6kg","Hooked On Scotch","Gypsy Vista","$2.00"
"Horsham (VIC)","Race 5","5","","ALL GOLD (4)","Garry George","28.22","8.86","","","32.6kg","Aussie Infrared","Justify","$12.00"
"Horsham (VIC)","Race 5","6","","PAW KARSON (6)","Robert Camilleri","28.33","10.39","","","31.8kg","Yozo Bale","Quina Bale","$10.00"
"Horsham (VIC)","Race 5","7","","MORNING MIST (7)","Daniel Pell","28.40","11.43","","","24.5kg","Feral Franky","Rasputia","$6.50"
"Horsham (VIC)","Race 5","8","","TATTOOIST (2)","Robert Halliday","28.43","11.90","","","32.4kg","Flying Ricciardo","Miami Fernando","$6.50"
"Horsham (VIC)","Race 5","SCR","","SLICK SPLITS","Thomas Dailly","","","","","","Feral Franky","Foxy Bourbski",""
"Horsham (VIC)","Race 5","SCR","","BUSTER BOURBSKI","Thomas Dailly","","","","","","Feral Franky","Foxy Bourbski",""
"Horsham (VIC)","Race 6","3","","BUN UNDERCURRENT (1)","Michael Mitchell","0.00","","","","27.1kg","Droopys Sydney","Gypsy Bun","$0.00"
"Horsham (VIC)","Race 6","","","HIGH CUBE (2)","Robert Halliday","0.00","","","","33.7kg","Flying Ricciardo","Miami Fernando","$0.00"
"Horsham (VIC)","Race 6","","","KING RON (4)","Mark Johnson","0.00","","","","36.2kg","Koblenz","Mepunga Gem","$0.00"
"Horsham (VIC)","Race 6","","","TOXIC SLIME (5)","Deb Carr","0.00","","","","34.4kg","Bernardo","Slingshot Gypsy","$0.00"
"Horsham (VIC)","Race 6","","","BOROUGH BANKER (6)","Mark Johnson","0.00","","","","35.1kg","Barcia Bale","Mrs. Mouse","$0.00"
"Horsham (VIC)","Race 6","1","","VISTA WEIRD (7)","Thomas Dailly","0.00","0.00","","","33.7kg","Hooked On Scotch","Gypsy Vista","$0.00"
"Horsham (VIC)","Race 6","","","LAYLA NOVA (8)","Stephen Elsum","0.00","","","","27.1kg","Fernando Bale","Nova Willow","$0.00"
"Horsham (VIC)","Race 6","2","","BABY GIRL PEARL (3)","Connor Byrne","0.00","","","","29.4kg","Aussie Infrared","Little Tubbsy","$0.00"
"Horsham (VIC)","Race 6","SCR","","WAY COOL","Robert Halliday","","","","","","Flying Ricciardo","Miami Fernando",""
"Horsham (VIC)","Race 6","SCR","","ESPRESSO BABE","David Keanelly","","","","","","My Redeemer","Miss Caitlyn",""
"Horsham (VIC)","Race 7","2","","PAW SUMMER (1)","Daniel Gibbons","0.00","","","","28.8kg","Bernardo","Dyna Harpa","$0.00"
"Horsham (VIC)","Race 7","","","OLLIE DEEDS (2)","Garry Anders","0.00","","","","29.1kg","Sennachie","Beaut Deeds","$0.00"
"Horsham (VIC)","Race 7","","","PAW GREGSON (3)","Robert Camilleri","0.00","","","","32.5kg","Christo Bale","Wanna Allen","$0.00"
"Horsham (VIC)","Race 7","1","","INGA JOHNNY (4)","Peter Inguanti","0.00","0.00","","","32.0kg","Beast Unleashed","Inga Mia","$0.00"
"Horsham (VIC)","Race 7","3","","SAINT TAY (5)","Peter Byrne","0.00","","","","29.1kg","Bernardo","Saint Maddie","$0.00"
"Horsham (VIC)","Race 7","","","SHIMA BLUSH (6)","Thomas Dailly","0.00","","","","32.2kg","Fernando Bale","Shima Glow","$0.00"
"Horsham (VIC)","Race 7","","","CRANK IT (7)","Garry George","0.00","","","","30.0kg","Tommy Shelby","Shoot To Miss","$0.00"
"Horsham (VIC)","Race 7","","","BELAIR BETTY (8)","Peter Byrne","0.00","","","","27.3kg","Aston Rupee","Mepunga Bella","$0.00"
"Horsham (VIC)","Race 7","SCR","","LALA RAPID","Helen Hartigan","","","","","","Kc And All","Lala Shim",""
"Horsham (VIC)","Race 7","SCR","","SAINT RAINE","Peter Byrne","","","","","","Bernardo","Saint Maddie",""
"Horsham (VIC)","Race 8","","","NEO DEVERE (1)","Daniel Pell","0.00","","","","32.8kg","Fernando Bale","Pheme","$0.00"
"Horsham (VIC)","Race 8","","","DASH EXPRESS (2)","Melissa Fullerton","0.00","","","","33.1kg","Bernardo","Bethany Rose","$0.00"
"Horsham (VIC)","Race 8","","","WYONG HOUSTON (3)","Thomas Dailly","0.00","","","","25.7kg","Fernando Bale","Gypsy Wyong","$0.00"
"Horsham (VIC)","Race 8","","","SHIMA TIME (4)","Thomas Dailly","0.00","","","","34.5kg","Feral Franky","Shima Pearl","$0.00"
"Horsham (VIC)","Race 8","","","SHIMA SAND (5)","Thomas Dailly","0.00","","","","31.4kg","Feral Franky","Shima Pearl","$0.00"
"Horsham (VIC)","Race 8","","","ASCEND ECSTATIC (6)","Thomas Dailly","0.00","","","","24.8kg","Droopys Sydney","Daph's Ascend","$0.00"
"Horsham (VIC)","Race 8","","","SILKY SAUCE (7)","Lisa Delbridge","0.00","","","","32.1kg","Sennachie","Shanlyn Georgie","$0.00"
"Horsham (VIC)","Race 8","","","WITCH OF NOVA (8)","Robert Camilleri","0.00","","","","25.5kg","Fernando Bale","Nova Willow","$0.00"
"Horsham (VIC)","Race 8","SCR","","BELAIR BRAE","Narelle Byrne","","","","","","Kinloch Brae","Just Lovin' It",""
"Horsham (VIC)","Race 8","SCR","","PERFECT TONIGHT","Andrea Gurry","","","","","","Walk Hard","Mrs. Sharp",""
"Horsham (VIC)","Race 9","","","PAW QUANDA (3)","Robert Camilleri","0.00","","","","25.3kg","Jackslittlething","Idria Bale","$0.00"
"Horsham (VIC)","Race 9","","","PAW QUARK (4)","Mark Delbridge","0.00","","","","31.8kg","Bernardo","Dyna Garner","$0.00"
"Horsham (VIC)","Race 9","","","XOEL BALE (5)","Mark Delbridge","0.00","","","","41.6kg","Christo Bale","Quina Bale","$0.00"
"Horsham (VIC)","Race 9","","","LEKTRA BETA (6)","Philip Lenehan","0.00","","","","29.7kg","Tommy Shelby","Lektra Perry","$0.00"
"Horsham (VIC)","Race 9","","","PAW LEON (7)","Mark Delbridge","0.00","","","","35.2kg","Feral Franky","Dyna Winter","$0.00"
"Horsham (VIC)","Race 9","","","MY OPIE (8)","Debbie Bewley","0.00","","","","30.8kg","My Redeemer","Harper's Girl","$0.00"
"Horsham (VIC)","Race 9","","","NINETEEN CRIMES (1)","Deb Carr","0.00","","","","33.3kg","Lochinvar Marlow","Puzzles","$0.00"
"Horsham (VIC)","Race 9","SCR","","MANDOLIN WIND","Vito Inguanti","","","","","","Aston Fastnet","Pretty Much",""
"Horsham (VIC)","Race 9","SCR","","ASTON JIMENA","David Peckham","","","","","","Aston Rupee","Aston Nova",""
"Horsham (VIC)","Race 9","SCR","","FEDERAL TIGER","David Peckham","","","","","","Good Odds Harada","Federal Finance",""
"Horsham (VIC)","Race 10","","","DIABLO SIXTEEN (1)","Jason Sharp","0.00","","","","28.7kg","High Earner","Devel Sixteen","$0.00"
"Horsham (VIC)","Race 10","","","MISTER CADILLAC (2)","Captain Abbott","0.00","","","","31.1kg","Magical Bale","Koa Lass","$0.00"
"Horsham (VIC)","Race 10","","","MY LADY PANAMA (4)","Robert Jehu","0.00","","","","26.4kg","Superior Panama","Super Cute","$0.00"
"Horsham (VIC)","Race 10","","","EAT YOUR SPINACH (5)","Dylan Sharp","0.00","","","","34.2kg","Feral Franky","Junk Food Junkie","$0.00"
"Horsham (VIC)","Race 10","","","PAW ILLABO (6)","Robert Camilleri","0.00","","","","31.3kg","Christo Bale","Wanna Allen","$0.00"
"Horsham (VIC)","Race 10","","","BRILEY RIOT (7)","Colin Bermingham","0.00","","","","26.4kg","Pat C Sabbath","La Bella Riot","$0.00"
"Horsham (VIC)","Race 10","","","SHAKER STICKER (8)","Narelle Byrne","0.00","","","","30.6kg","Mepunga Cruzer","Kissing Carter","$0.00"
"Horsham (VIC)","Race 10","","","TINKER PAT (3)","Craig Burns","0.00","","","","31.5kg","Dalgetty","Zipping Ella","$0.00"
"Horsham (VIC)","Race 10","SCR","","BOURNE SARAH","David Peckham","","","","","","Superior Panama","Sweet On Me",""
"Horsham (VIC)","Race 10","SCR","","LAURISTON GIRL","Stephen Elsum","","","","","","Feral Franky","Delta Rhode",""
"Horsham (VIC)","Race 11","","","THAI MOGWAI (1)","Kathryne Tabb","0.00","","","","32.5kg","Barcia Bale","Zipping Jamie","$0.00"
"Horsham (VIC)","Race 11","","","PAW HUNTER (2)","Andrea Gurry","0.00","","","","34.6kg","Fernando Bale","Dyna Kelly","$0.00"
"Horsham (VIC)","Race 11","","","CHILLI CRUMPET (3)","Dylan Sharp","0.00","","","","26.8kg","Fernando Bale","Js Makin Waves","$0.00"
"Horsham (VIC)","Race 11","","","STORMY SECRET (4)","Debbie Bewley","0.00","","","","32.8kg","Aussie Secret","Dyna Sarah","$0.00"
"Horsham (VIC)","Race 11","","","HOW DELIGHTFUL (5)","Jason Sharp","0.00","","","","28.7kg","Shima Shine","Love Heart","$0.00"
"Horsham (VIC)","Race 11","","","DINOSAUR (6)","Chloe Dew","0.00","","","","31.3kg","Sh Avatar","Fairytale Wish","$0.00"
"Horsham (VIC)","Race 11","","","SHOW THE MAGIC (7)","Barry Fullerton","0.00","","","","34.1kg","Mepunga Blazer","Quick Kisses","$0.00"
"Horsham (VIC)","Race 11","","","MYOLA NICK (8)","Annette Kampman","0.00","","","","34.8kg","Aussie Infrared","Pocket Queen","$0.00"
"Horsham (VIC)","Race 11","SCR","","BERT DEEDS","Garry Anders","","","","","","Sennachie","Beaut Deeds",""
"Horsham (VIC)","Race 11","SCR","","LEKTRA LYANNA","Sharon Bradley","","","","","","Fernando Bale","Lektra Perry",""
"Horsham (VIC)","Race 12","","","DASH OF SALLY (1)","Melissa Fullerton","0.00","","","","29.5kg","Bernardo","Bethany Rose","$0.00"
"Horsham (VIC)","Race 12","","","WARIO (2)","Annette Kampman","0.00","","","","32.7kg","Pindari Express","Fiery Crash","$0.00"
"Horsham (VIC)","Race 12","","","LUCY DEEDS (3)","Vicki Anders","0.00","","","","26.7kg","Bernardo","Beaut Deeds","$0.00"
"Horsham (VIC)","Race 12","","","SEE SAW LASS (4)","Melissa Fullerton","0.00","","","","30.6kg","Pindari Express","Kumbia Lass","$0.00"
"Horsham (VIC)","Race 12","","","UNCLE ROSCO (5)","Ross Lyons","0.00","","","","33.7kg","Fernando Bale","Rose Petal Zarr","$0.00"
"Horsham (VIC)","Race 12","","","ORSON FURY (6)","Ian Bibby","0.00","","","","30.5kg","Orson Allen","Come On Charlize","$0.00"
"Horsham (VIC)","Race 12","","","TINKER CRYSTAL (7)","Jennifer Burns","0.00","","","","27.8kg","Aston Kimetto","Slew Left","$0.00"
"Horsham (VIC)","Race 12","","","SEPHORA BALE (8)","Robert Camilleri","0.00","","","","26.0kg","Feral Franky","Dyna Carmen","$0.00"
"Horsham (VIC)","Race 12","SCR","","GYPSY ORDAIN","William Hartigan","","","","","","Aussie Infrared","Dyna Gypsy",""
"Horsham (VIC)","Race 12","SCR","","ZARA'S PRINCESS","Connor Byrne","","","","","","My Redeemer","Miracles Happen",""
"Murray Bridge Straight (SA)","Race 1","1","","SLIP ME FIFTY (6)","Clint Trengove","17.48","0.00","","","32.8kg","Flying Ricciardo","Rock It Fabio","$4.00"
"Murray Bridge Straight (SA)","Race 1","2","","SKY CHASER (4)","Clint Trengove","17.86","5.25","","","29.5kg","Flying Ricciardo","Rock It Fabio","$26.00"
"Murray Bridge Straight (SA)","Race 1","3","","NORDIC QUEEN (8)","Clint Trengove","17.91","6.00","","","25.3kg","Flying Ricciardo","Rock It Fabio","$34.00"
"Murray Bridge Straight (SA)","Race 1","4","","HURRICANE EARL (1)","Vernon Anderson","17.92","6.25","","","30.3kg","Fernando Bale","Candy Carrera","$1.70"
"Murray Bridge Straight (SA)","Race 1","5","","NEW BEAT LADY (2)","Michaela Pidgeon","18.10","8.75","","","26.3kg","Hard Style Rico","Lefevre Lill","$4.00"
"Murray Bridge Straight (SA)","Race 2","1","","CYCLONE DARCY (1)","Vernon Anderson","17.06","0.00","4.49","1","28.8kg","Barcia Bale","Sunrise Dancer","$1.95"
"Murray Bridge Straight (SA)","Race 2","2","","GLENAGEARY (7)","Jane Mcnicholl","17.11","0.75","4.51","2","26.0kg","Feral Franky","Sallynoggin","$3.30"
"Murray Bridge Straight (SA)","Race 2","3","","HAYDEN'S MILK (5)","Ben Rawlings","17.12","0.75","4.61","4","27.5kg","Tommy Shelby","Good Odds Diana","$3.90"
"Murray Bridge Straight (SA)","Race 2","4","","SPRING MARRISHIA (4)","Robert Fletcher","17.20","2.00","4.59","3","28.3kg","Spring Bridge","Spring Halo","$14.00"
"Murray Bridge Straight (SA)","Race 2","5","","COMMIT TO EXCEL (8)","Paul Rehmann","17.23","2.25","4.62","5","39.1kg","Good Odds Harada","Fantastic Shelly","$81.00"
"Murray Bridge Straight (SA)","Race 2","6","","HARVARD LAD (2)","Gary Pidgeon","17.44","5.25","4.64","6","31.5kg","My Redeemer","Chopper's Echo","$41.00"
"Murray Bridge Straight (SA)","Race 3","1","","CARIBBEAN CROWN (4)","Ben Rawlings","17.29","0.00","4.60","3","28.8kg","Hooked On Scotch","Barbados Express","$1.33"
"Murray Bridge Straight (SA)","Race 3","2","","SPARE (5)","Wendy Sebastyan","17.43","2.00","4.49","1","24.2kg","Fernando Bale","Mallee Dreamer","$6.00"
"Murray Bridge Straight (SA)","Race 3","3","","SILHOUETTE (2)","Gary Pidgeon","17.46","2.25","4.55","2","25.4kg","My Redeemer","Chopper's Echo","$61.00"
"Murray Bridge Straight (SA)","Race 3","4","","PAW IGNATIOUS (7)","Vernon Anderson","17.53","3.50","4.71","5","33.2kg","Fernando Bale","Dyna Kelly","$21.00"
"Murray Bridge Straight (SA)","Race 3","5","","HONEYPARK (1)","Jane Mcnicholl","17.58","4.25","","","26.0kg","Feral Franky","Sallynoggin","$5.50"
"Murray Bridge Straight (SA)","Race 3","6","","WIRRULLA JOY (8)","Robert Fletcher","17.77","6.75","4.64","4","27.3kg","Hard Style Rico","Special Nangar","$41.00"
"Murray Bridge Straight (SA)","Race 4","1","","BEAST CUT LOOSE (8)","Craig Jaensch","19.28","0.00","7.05","2","35.2kg","Beast Unleashed","Sheza Black Rose","$4.60"
"Murray Bridge Straight (SA)","Race 4","2","","MOTOR CITY SAM (6)","Craig Jaensch","19.46","2.50","7.11","3","27.9kg","Fernando Bale","Motor City Mossy","$31.00"
"Murray Bridge Straight (SA)","Race 4","3","","SKETCHY BLOKE (2)","Jack Trengove","19.53","3.50","7.05","1","34.7kg","Orson Allen","Boil And Bubble","$1.40"
"Murray Bridge Straight (SA)","Race 4","4","","MANIPULATION (1)","Steven Coates","20.14","12.25","7.19","4","33.6kg","Aussie Infrared","Flyrite","$51.00"
"Murray Bridge Straight (SA)","Race 4","5","","FEDERAL OUTLAW (4)","Ben Rawlings","21.23","27.75","7.30","5","30.6kg","Fernando Bale","Federal Lilly","$5.50"
"Murray Bridge Straight (SA)","Race 5","1","","SOMETHING GOLD (4)","Anthony Nobes","19.67","0.00","7.08","1","27.2kg","Aussie Infrared","Scott Something","$9.00"
"Murray Bridge Straight (SA)","Race 5","2","","WHITE OWL (1)","Craig Jaensch","19.68","0.13","","","32.7kg","Fernando Bale","Sub Rosa","$2.10"
"Murray Bridge Straight (SA)","Race 5","3","","YOU AIN'T IT (8)","Ben Rawlings","19.76","1.25","7.16","2","31.3kg","Tommy Shelby","Good Odds Diana","$1.85"
"Murray Bridge Straight (SA)","Race 5","4","","LAUREN'S REGRET (2)","Ben Rawlings","20.24","8.25","7.33","3","26.5kg","Flying Ricciardo","Invictus Nina","$17.00"
"Murray Bridge Straight (SA)","Race 5","SCR","","SEND IT SPICE","Yvonne Maxwell","","","","","","Sennachie","Weblec Spice",""
"Murray Bridge Straight (SA)","Race 5","SCR","","BOMB NEAVE","Yvonne Maxwell","","","","","","Shima Shine","Jd Bombshell",""
"Murray Bridge Straight (SA)","Race 6","1","","ZINFANDEL AUSTIN (8)","Jack Trengove","16.66","0.00","4.45","3","33.4kg","Worm Burner","Zinfandel Zara","$1.50"
"Murray Bridge Straight (SA)","Race 6","2","","LET'S GO SAM (5)","John Rees","16.83","2.25","4.38","1","33.9kg","Cosmic Rumble","Got The Edge","$10.00"
"Murray Bridge Straight (SA)","Race 6","3","","WOODSIDE VIKING (1)","Graham Smith","16.85","2.50","4.45","2","33.7kg","Bernardo","Home Time","$12.00"
"Murray Bridge Straight (SA)","Race 6","4","","MANNER OF STRIFE (2)","Timothy Richards","17.03","5.25","4.58","4","30.2kg","Flying Ricciardo","Gold Burner","$4.20"
"Murray Bridge Straight (SA)","Race 6","5","","LET'S GO KAY (4)","John Rees","17.22","8.00","4.59","5","29.0kg","Cosmic Rumble","Got The Edge","$51.00"
"Murray Bridge Straight (SA)","Race 6","6","","IMMUNITY IDOL (7)","Vernon Anderson","17.96","18.50","4.70","6","32.4kg","Fernando Bale","Really Unreal","$13.00"
"Murray Bridge Straight (SA)","Race 7","1","","ASTON GILLON (6)","Elizabeth Harley","17.06","0.00","4.70","6","35.4kg","Aston Kimetto","Aston Adele","$8.00"
"Murray Bridge Straight (SA)","Race 7","2","","MY MUM'S VALUE (7)","Robert Barclay","17.23","2.25","4.53","1","31.6kg","Fernando Bale","Gunnadoo Value","$6.50"
"Murray Bridge Straight (SA)","Race 7","3","","SPRING IGNITE (3)","Vernon Anderson","17.28","3.00","4.56","2","31.3kg","On Fire","Spring Taylor","$13.00"
"Murray Bridge Straight (SA)","Race 7","4","","DAZZLING CRUISER (4)","Anthony Nobes","17.31","3.50","4.61","4","25.2kg","Mepunga Cruzer","Dazzling Melody","$2.15"
"Murray Bridge Straight (SA)","Race 7","5","","CREATOR (2)","Jack Trengove","17.37","4.25","4.61","3","34.9kg","Barcia Bale","Amy's Firework","$8.00"
"Murray Bridge Straight (SA)","Race 7","6","","HE'S ON FIRE (1)","Timothy Richards","17.56","7.00","","","32.9kg","On Fire","She's A Looper","$4.00"
"Murray Bridge Straight (SA)","Race 7","7","","RAGE QUIT (8)","Maddie Schulz","17.68","8.75","4.61","5","33.1kg","Orson Allen","Luminescence","$51.00"
"Murray Bridge Straight (SA)","Race 8","1","","SKETCHY SHOW MAN (6)","Artemio Ieraci","16.82","0.00","4.42","1","28.8kg","Orson Allen","Boil And Bubble","$5.00"
"Murray Bridge Straight (SA)","Race 8","2","","GOLD LOKI (4)","Graham Smith","16.90","1.00","4.50","3","25.6kg","Bernardo","Home Time","$19.00"
"Murray Bridge Straight (SA)","Race 8","3","","BRONZE TITAN (7)","Jane Mcnicholl","17.01","2.50","4.50","4","33.9kg","Fernando Bale","Firetail","$8.50"
"Murray Bridge Straight (SA)","Race 8","4","","BLUE BLOOD (2)","Ben Rawlings","17.02","2.75","4.48","2","33.5kg","Tommy Shelby","Alicante Bouchet","$1.35"
"Murray Bridge Straight (SA)","Race 8","5","","NAT NISMO (8)","Edgar Kowalewski","17.05","3.25","4.52","5","30.0kg","Barcia Bale","Larrakeyah Lady","$14.00"
"Murray Bridge Straight (SA)","Race 8","6","","SPRING DIESEL (3)","Robert Fletcher","17.13","4.25","4.56","6","33.5kg","Spring Bridge","Spring Halo","$41.00"
"Murray Bridge Straight (SA)","Race 8","SCR","","MY REASON","Craig Jaensch","","","","","","Bernardo","My Sapphire",""
"Murray Bridge Straight (SA)","Race 9","1","","MERGER (2)","Jack Trengove","17.11","0.00","4.50","2","30.5kg","Plaintiff","Shallow Witts","$1.55"
"Murray Bridge Straight (SA)","Race 9","2","","BEAST BEST (4)","Craig Jaensch","17.11","0.03","4.49","1","28.1kg","Beast Unleashed","Sheza Black Rose","$3.70"
"Murray Bridge Straight (SA)","Race 9","3","","LOST BEARINGS (6)","Gary Pidgeon","17.21","1.50","4.62","3","31.4kg","My Redeemer","Chopper's Echo","$6.00"
"Murray Bridge Straight (SA)","Race 9","4","","TREE TOWN (1)","Gary Pidgeon","17.43","4.50","","","32.7kg","Mepunga Blazer","Establish","$34.00"
"Murray Bridge Straight (SA)","Race 9","5","","TRISTON (8)","Clint Trengove","17.43","4.50","4.70","5","32.4kg","Flying Ricciardo","Rock It Fabio","$61.00"
