"track","race","place","rug","name","trainer","time","margin","split","inRun","weight","sire","dam","sp"
"Cannington (WA)","Race 5","8","","WEST ON ONYX (6)","Christopher Halse","30.74","11.91","5.72","6767","","Kinloch Brae","Times Square","$0.00"
"Cannington (WA)","Race 5","SCR","","PRIDE AND POWER","Benjamin Maclean","","","","","","Fernando Bale","Ritza Rachelle",""
"Cannington (WA)","Race 5","SCR","","QUICK LANDS","Michael Rylands","","","","","","My Redeemer","Ainsley Bale",""
"Cannington (WA)","Race 6","1","","OBSESSED MUCH (1)","Tracey Glenny","21.82","0.00","6.44","111","","Tommy Shelby","Ren Monelli","$0.00"
"Cannington (WA)","Race 6","2","","ROWDY HOODLUM (2)","Peter Brown","21.93","1.75","6.51","222","","Feral Franky","Canya Kick","$0.00"
"Cannington (WA)","Race 6","3","","MUST BE SPEEDY (4)","Geoffrey Reid","21.97","2.25","6.65","343","","My Redeemer","Sunset Navana","$0.00"
"Cannington (WA)","Race 6","4","","BIG GIRL KIKI (6)","Peter Brown","22.16","5.00","6.69","555","","Feral Franky","Canya Kick","$0.00"
"Cannington (WA)","Race 6","5","","ZIPPING CAGNEY (7)","Gary Nelson","22.22","5.75","6.73","776","","Aston Rupee","Zipping Diva","$0.00"
"Cannington (WA)","Race 6","6","","SHINY DANCER (3)","Joe Dailly","22.22","5.78","6.66","434","","Tommy Shelby","Moment To Twelve","$0.00"
"Cannington (WA)","Race 6","7","","HELLO BAILEY (8)","Daniel Beamish","22.26","6.28","6.70","667","","Worm Burner","Kick Now","$0.00"
"Cannington (WA)","Race 6","SCR","","SASSY SNICKERS","Justin Wood","","","","","","Feral Franky","Belt Up Libba",""
"Cannington (WA)","Race 7","1","","PINT OF SPECIAL (7)","Colleen Pierson","21.91","0.00","6.54","111","","Tommy Shelby","Blue Glitter","$0.00"
"Cannington (WA)","Race 7","2","","SUNSET VIPER (1)","Benjamin Maclean","22.05","2.00","6.82","654","","Sunset Spitfire","Pixie Monelli","$0.00"
"Cannington (WA)","Race 7","3","","BEAUTIFUL BABE (3)","David Whitcher","22.25","4.75","6.65","222","","Orson Allen","Some Kinda Girl","$0.00"
"Cannington (WA)","Race 7","4","","PECORINO MONELLI (8)","Benjamin Maclean","22.25","4.81","6.74","535","","Sunset Spitfire","Flake Monelli","$0.00"
"Cannington (WA)","Race 7","5","","OLIVER GUNDI (2)","Geoffrey Reid","22.27","4.94","6.72","343","","My Redeemer","Sunset Navana","$0.00"
"Cannington (WA)","Race 7","6","","RAMBO KEEPING (6)","Victoria Cook","22.40","6.69","6.92","886","","Fernando Bale","Ruby Keeping","$0.00"
"Cannington (WA)","Race 7","7","","TURK'S DREAM (4)","Justin Wood","22.58","9.19","6.74","467","","Mepunga Blazer","Kiss Me Linda","$0.00"
"Cannington (WA)","Race 7","8","","SON OF FRANKIE (5)","Peter Brown","22.69","10.69","6.89","778","","Feral Franky","Canya Kick","$0.00"
"Cannington (WA)","Race 8","1","","WHISPER BARK (1)","Krystal Shinners","0.00","0.00","","","","Aston Dee Bee","Miss America","$0.00"
"Cannington (WA)","Race 8","","","OSPREY CHRONOS (2)","Brodie Kirby","0.00","","","","","Aston Rupee","Mepunga Katie","$0.00"
"Cannington (WA)","Race 8","","","SPEED LEE (3)","Michael Rylands","0.00","","","","","My Redeemer","Ainsley Bale","$0.00"
"Cannington (WA)","Race 8","","","REINA (4)","Joe Dailly","0.00","","","","","Cindy's Oliver","Polly's Ariana","$0.00"
"Cannington (WA)","Race 8","","","JAYDE MCCOOL (5)","May Leach","0.00","","","","","Wow","Sandave Dixi","$0.00"
"Cannington (WA)","Race 8","2","","SPEED CHELLER (6)","Enzo Crudeli","0.00","","","","","Fernando Bale","Speed Missile","$0.00"
"Cannington (WA)","Race 8","","","SCARLETT'S BOY (7)","Enzo Crudeli","0.00","","","","","Aston Rupee","Heidi Rose","$0.00"
"Cannington (WA)","Race 8","3","","MY MOET (8)","Shayne Williams","0.00","","","","","Flying Ricciardo","Drink Moet","$0.00"
"Cannington (WA)","Race 8","SCR","","QUICK LANDS","Michael Rylands","","","","","","My Redeemer","Ainsley Bale",""
"Cannington (WA)","Race 8","SCR","","PRIDE AND POWER","Benjamin Maclean","","","","","","Fernando Bale","Ritza Rachelle",""
"Cannington (WA)","Race 9","","","SLOWLY DRIFTING (1)","Tracey Glenny","0.00","","","","","Fabregas","Slippery Grant","$0.00"
"Cannington (WA)","Race 9","","","SAGO GUNDI (2)","Geoffrey Reid","0.00","","","","","My Redeemer","Sunset Navana","$0.00"
"Cannington (WA)","Race 9","","","SAGANAKI KID (3)","Tracey Glenny","0.00","","","","","Mepunga Blazer","Thanks Cheryl","$0.00"
"Cannington (WA)","Race 9","","","MIDNIGHT CRAVE (4)","Barry Mcpherson","0.00","","","","","Unknown Sire","Ruthless Ruth","$0.00"
"Cannington (WA)","Race 9","","","CANYA GULFSTREAM (5)","Daniel Beamish","0.00","","","","","Good Odds Harada","Zipping Dion","$0.00"
"Cannington (WA)","Race 9","","","CONNIE KEEPING (6)","Bradley Cook","0.00","","","","","Mogambo","Caitlyn Keeping","$0.00"
"Cannington (WA)","Race 9","","","JACOBY BALE (7)","Daniel Beamish","0.00","","","","","Dyna Villa","Fran Bale","$0.00"
"Cannington (WA)","Race 9","","","OAKLEY BELLE (8)","Justin Wood","0.00","","","","","My Redeemer","Belt Up Libba","$0.00"
"Cannington (WA)","Race 10","","","FIDEL PRONTO (1)","Enzo Crudeli","0.00","","","","","Fernando Bale","Speed Missile","$0.00"
"Cannington (WA)","Race 10","","","DURANGO MONELLI (2)","David Hobby","0.00","","","","","Konomi","Sara Monelli","$0.00"
"Cannington (WA)","Race 10","","","MIDNIGHT MASS (4)","Brodie Kirby","0.00","","","","","Feral Franky","Midnight Flash","$0.00"
"Cannington (WA)","Race 10","","","WHITE CLIFFS (5)","Christopher Halse","0.00","","","","","Premium Share","Veyron Star","$0.00"
"Cannington (WA)","Race 10","","","KIA KEEPING (7)","Shayne Williams","0.00","","","","","Fernando Bale","Ruby Keeping","$0.00"
"Cannington (WA)","Race 10","","","KING KUNA (8)","Michael Johnston","0.00","","","","","Tommy Shelby","Tahleia Brae","$0.00"
"Cannington (WA)","Race 11","","","CHEDDAR MONELLI (1)","Benjamin Maclean","0.00","","","","","Sunset Spitfire","Flake Monelli","$0.00"
"Cannington (WA)","Race 11","","","TAMING THE TIGER (2)","Jackie Wilson","0.00","","","","","Kinloch Brae","Weblec Bloom","$0.00"
"Cannington (WA)","Race 11","","","DAISY COCKTAIL (3)","Peter Brown","0.00","","","","","Aston Rupee","White Cynder","$0.00"
"Cannington (WA)","Race 11","","","AUSSIE SIGMA (4)","Barry Mcpherson","0.00","","","","","Aussie Infrared","Canya Lilly","$0.00"
"Cannington (WA)","Race 11","","","JAMES KEEPING (5)","Victoria Cook","0.00","","","","","Fernando Bale","Ruby Keeping","$0.00"
"Cannington (WA)","Race 11","","","CURATE'S EGG (6)","Christopher Halse","0.00","","","","","Premium Share","Corporate Storm","$0.00"
"Cannington (WA)","Race 11","","","JONAH GUNDI (7)","Geoffrey Reid","0.00","","","","","Cosmic Chief","Sunset Prada","$0.00"
"Cannington (WA)","Race 11","","","BONNIE GRAY (8)","John Magistro","0.00","","","","","West On Augie","Polly Gray","$0.00"
"Cannington (WA)","Race 12","","","FLASH CODE (1)","Joe Dailly","0.00","","","","","Tommy Shelby","Moment To Twelve","$0.00"
"Cannington (WA)","Race 12","","","VANDER COLIN (2)","Enzo Crudeli","0.00","","","","","Vanderworp","West On Lily","$0.00"
"Cannington (WA)","Race 12","","","JUNK IT MAN (3)","Colleen Pierson","0.00","","","","","Tommy Shelby","Blue Glitter","$0.00"
"Cannington (WA)","Race 12","","","REGGAE MELODY (5)","Enzo Crudeli","0.00","","","","","Barcia Bale","Wicked Rhythm","$0.00"
"Cannington (WA)","Race 12","","","OUR GIRL JUPITER (6)","Hayley Atkins","0.00","","","","","Mepunga Blazer","Sweet As Fate","$0.00"
"Cannington (WA)","Race 12","","","PROPULSIVE (7)","Brodie Kirby","0.00","","","","","Kc And All","She's Got Wheels","$0.00"
"Cannington (WA)","Race 12","","","CAPPADORA (8)","Justin Wood","0.00","","","","","Zack Monelli","Rekall Kelsos","$0.00"
"Cannington (WA)","Race 12","SCR","","CLAIRE KEEPING","Victoria Cook","","","","","","Feral Franky","Rema's Jade",""
"Capalaba (QLD)","Race 1","1","","CYCLONE TIM (1)","John Dart","20.58","0.00","","44","34.3kg","Typhoon Sammy","Lil Macie Breeze","$1.28"
"Capalaba (QLD)","Race 1","2","","MALLY'S BOY (8)","Michael Pearce","20.60","0.25","","33","34.2kg","Jungle Deuce","Gaz's Girl","$3.40"
"Capalaba (QLD)","Race 1","3","","INFRARED POWER (4)","Jamie Hosking","20.74","2.25","","22","28.5kg","Aussie Infrared","Power Point Diva","$51.00"
"Capalaba (QLD)","Race 1","4","","BATMAN RETURNS (2)","George Kadniak","21.42","12.00","","11","30.9kg","Mepunga Blazer","Sheza Keen Size","$51.00"
"Capalaba (QLD)","Race 1","5","","NEAREST EXIT (6)","Darryl Mcgrath","22.33","25.00","","55","34.0kg","Jungle Deuce","El Nunu","$21.00"
"Capalaba (QLD)","Race 2","1","","MILLIE BEACH (7)","Chloe Muller","20.22","0.00","","11","28.1kg","Farmor Beach","Lottie's Beach","$2.60"
"Capalaba (QLD)","Race 2","2","","SO SIMPLE (1)","Michael Vaughan","20.46","3.50","","33","24.9kg","Koblenz","Just Simple","$3.40"
"Capalaba (QLD)","Race 2","3","","ICE RIDER (5)","Peter Cauchi","20.54","4.75","","22","27.9kg","Tommy Shelby","Regal Jade","$3.00"
"Capalaba (QLD)","Race 2","4","","BUNDY BLACK (6)","K Buhner","20.93","10.25","","54","24.9kg","Bearability","Red Calibre","$61.00"
"Capalaba (QLD)","Race 2","5","","ONE EYE (8)","K Buhner","20.95","10.50","","77","27.9kg","Bearability","Red Calibre","$41.00"
"Capalaba (QLD)","Race 2","6","","RUBY'S MATE (3)","Jamie Hosking","21.02","11.50","","88","25.2kg","My Redeemer","Crazy Bonnie","$31.00"
"Capalaba (QLD)","Race 2","7","","BENTLEY ARNA (2)","Wayne Bowen","21.03","11.56","","66","26.9kg","Fernando Bale","Ava's Miss","$6.00"
"Capalaba (QLD)","Race 2","8","","SPITFIRE MARCY (4)","George Kadniak","21.06","12.06","","45","25.3kg","Mepunga Blazer","Sheza Keen Size","$101.00"
"Capalaba (QLD)","Race 3","1","","TRUNKEY DOLL (7)","Paul Stadnikoff","20.50","0.00","","33","24.2kg","Fernando Bale","Riley's Mariah","$2.30"
"Capalaba (QLD)","Race 3","2","","LITTLE KISSES (4)","John Hutchinson","20.74","3.50","","42","29.4kg","Barcia Bale","Amber Marie","$3.10"
"Capalaba (QLD)","Race 3","3","","TINY ROCKET (3)","David Bailey","20.76","3.63","","11","23.6kg","Maurice Minor","Bar Girls","$11.00"
"Capalaba (QLD)","Race 3","4","","WALLY'S BOY (6)","George Kadniak","20.83","4.63","","24","30.0kg","Maurice Minor","Soft Sand","$21.00"
"Capalaba (QLD)","Race 3","5","","IT'S A GEM (1)","Jamie Hosking","20.88","5.38","","66","26.8kg","Barcia Bale","It's A Flirt","$4.20"
"Capalaba (QLD)","Race 3","6","","TURBO EXPRESS (2)","George Kadniak","21.42","13.13","","55","31.5kg","Aussie Infrared","Final Chalice","$15.00"
"Capalaba (QLD)","Race 3","SCR","","HAVOC","Michael Edwards","","","","","","Bernardo","Gunnell",""
"Capalaba (QLD)","Race 4","1","","SARAH'S PRICE (8)","Ricky Hassall","20.23","0.00","","75","31.9kg","Magical Bale","Gitcha Roses","$2.10"
"Capalaba (QLD)","Race 4","2","","SIP OF DEUCE (1)","Darryl Mcgrath","20.28","0.75","","12","27.3kg","Jungle Deuce","El Nunu","$3.80"
"Capalaba (QLD)","Race 4","3","","LAKODA FOCUS (7)","Ron Brook","20.30","1.00","","33","25.5kg","Aston Fastnet","Flo Jo Focus","$15.00"
"Capalaba (QLD)","Race 4","4","","OH PEGGY OH (4)","Douglas Gladman","20.34","1.50","","66","26.2kg","Aston Rupee","Tyanna Belle","$4.00"
"Capalaba (QLD)","Race 4","5","","NUNU DEUCE (6)","Darryl Mcgrath","20.51","4.00","","44","28.6kg","Jungle Deuce","El Nunu","$8.50"
"Capalaba (QLD)","Race 4","6","","TEXAS DIVA (3)","Jamie Hosking","20.81","8.25","","21","23.8kg","Tommy Shelby","Waddling Witch","$81.00"
"Capalaba (QLD)","Race 4","7","","PITTSWORTH FLYER (2)","Ron Brook","20.96","10.50","","57","30.5kg","Lk's Crushn It","Go Lesley","$19.00"
"Capalaba (QLD)","Race 5","1","","TIM HARRISON (2)","John Hutchinson","20.14","0.00","","55","39.0kg","Barcia Bale","Amber Marie","$3.20"
"Capalaba (QLD)","Race 5","2","","ROWDY ROGUE (4)","Jeff Crawford","20.16","0.25","","43","29.0kg","Leeroy Rogue","One El","$2.10"
"Capalaba (QLD)","Race 5","3","","CLOCK WATCHER (5)","Jamie Hosking","20.18","0.38","","32","32.6kg","Sennachie","Tweety","$9.50"
"Capalaba (QLD)","Race 5","4","","SOLAR ROSE (7)","John Hutchinson","20.28","1.88","","76","33.0kg","Barcia Bale","Amber Marie","$23.00"
"Capalaba (QLD)","Race 5","5","","EMERALD DRAGON (1)","Charles Cauchi","20.39","3.38","","11","31.6kg","Zambora Brockie","Regal Emerald","$4.00"
"Capalaba (QLD)","Race 5","6","","MYSTIC MIRAGE (8)","John Hutchinson","20.50","4.88","","67","31.7kg","Barcia Bale","Amber Marie","$51.00"
"Capalaba (QLD)","Race 5","7","","CLASS OF TWENTY (3)","George Kadniak","20.83","9.63","","24","24.2kg","Brolly Bale","Smashniak Class","$101.00"
"Capalaba (QLD)","Race 5","8","","DIN DJARIN (6)","John Hutchinson","20.93","11.13","","88","32.5kg","Zambora Brockie","Amber Marie","$51.00"
"Capalaba (QLD)","Race 5","SCR","","NO MONEY HONEY","Charles Cauchi","","","","","","Zambora Brockie","Regal Jade",""
"Capalaba (QLD)","Race 6","1","","HE'S SOMETHING (4)","Garry Gilbert","19.94","0.00","","44","31.3kg","Fernando Bale","She's Whistling","$1.95"
"Capalaba (QLD)","Race 6","2","","JET SPRINGER (6)","K Buhner","20.08","2.00","","68","32.6kg","Orson Allen","Boil And Bubble","$2.80"
"Capalaba (QLD)","Race 6","3","","MY MATE NICK (1)","Lee Wylie","20.10","2.25","","31","32.5kg","Aussie Infrared","Kaela Star","$10.00"
"Capalaba (QLD)","Race 6","4","","SO DAPPER (2)","Kevin Macintosh","20.26","4.50","","76","35.9kg","Hooked On Scotch","Dustification","$81.00"
"Capalaba (QLD)","Race 6","5","","DING DING HARROW (7)","Paul Stadnikoff","20.32","5.25","","55","29.3kg","Aston Rupee","Bush Blossom","$11.00"
"Capalaba (QLD)","Race 6","6","","WINGED WONDER (5)","John Hutchinson","20.32","5.31","","87","30.1kg","Barcia Bale","Amber Marie","$81.00"
"Capalaba (QLD)","Race 6","7","","RIPPER ART (3)","Robert Ayres","20.40","6.31","","13","29.1kg","Tommy Shelby","Boscono","$7.00"
"Capalaba (QLD)","Race 6","8","","TOO HOT (8)","George Kadniak","20.56","8.56","","22","32.3kg","Mepunga Blazer","Sheza Keen Size","$101.00"
"Capalaba (QLD)","Race 7","1","","BAD BOY WILSON (1)","Dyllan Heddles","19.68","0.00","","62","35.9kg","Aston Rupee","Keiki","$1.45"
"Capalaba (QLD)","Race 7","2","","WHISTLE AWAY (2)","Garry Gilbert","19.89","3.00","","23","32.0kg","Fernando Bale","She's Whistling","$3.00"
"Capalaba (QLD)","Race 7","3","","BORN TO RACE (6)","Paul Cauchi","20.06","5.50","","11","32.7kg","Tommy Shelby","Regal Jade","$7.00"
"Capalaba (QLD)","Race 7","4","","PHILLY SPECIAL (3)","Darryl Mcgrath","20.16","7.00","","34","28.5kg","Zipping Garth","No Clyde Needed","$61.00"
"Capalaba (QLD)","Race 7","5","","MR FRESH (8)","Lee Wylie","20.26","8.50","","56","33.7kg","Fernando Bale","Cracking Caza","$81.00"
"Capalaba (QLD)","Race 7","6","","FINNIS BALE (7)","Kevin Macintosh","20.36","10.00","","45","23.0kg","Fernando Bale","Idria Bale","$71.00"
"Capalaba (QLD)","Race 7","7","","GOLD TIP (4)","John Hutchinson","20.56","12.75","","77","31.2kg","Zambora Brockie","Amber Marie","$101.00"
"Capalaba (QLD)","Race 8","1","","KYOTO (8)","Casey Dargusch","19.85","0.00","","55","27.8kg","Bernardo","Gunnell","$1.12"
"Capalaba (QLD)","Race 8","2","","GOODNESS BABY (6)","Charles Cauchi","20.15","4.25","","66","27.4kg","Tommy Shelby","Regal Jade","$14.00"
"Capalaba (QLD)","Race 8","3","","EASTLY BLOOM (1)","K Buhner","20.21","5.25","","42","26.1kg","Superior Panama","West On Bloom","$51.00"
"Capalaba (QLD)","Race 8","4","","SURF SIZE QUEEN (2)","Michael Vaughan","20.24","5.50","","11","26.9kg","Good Odds Harada","Chardonnay Lady","$4.40"
"Capalaba (QLD)","Race 8","5","","ACE DIVA (4)","Jamie Hosking","20.28","6.00","","33","25.2kg","Columbian King","Emmaville Star","$101.00"
"Capalaba (QLD)","Race 8","6","","RATTLESNAKE PIE (5)","Cynthia Suttle","20.28","6.06","","77","27.3kg","Beast Unleashed","Rattlesnake Cafe","$101.00"
"Capalaba (QLD)","Race 8","7","","RIPPER ROO (3)","Darryl Mcgrath","20.57","10.06","","24","26.7kg","Zipping Garth","No Clyde Needed","$101.00"
"Capalaba (QLD)","Race 8","SCR","","CALLISTO","John Dart","","","","","","Barcia Bale","Solar Sky",""
"Capalaba (QLD)","Race 9","1","","MAC DEUCE (7)","Darryl Mcgrath","20.06","0.00","","21","27.1kg","Jungle Deuce","El Nunu","$1.55"
"Capalaba (QLD)","Race 9","2","","EAST COAST (2)","K Buhner","20.24","2.50","","32","25.5kg","Orson Allen","Boil And Bubble","$21.00"
"Capalaba (QLD)","Race 9","3","","JAVEN'S SHOT (1)","Casey Dargusch","20.27","2.75","","53","27.8kg","Hooked On Scotch","Javens","$7.50"
"Capalaba (QLD)","Race 9","4","","TURBO TULLY (6)","Wayne Crick","20.31","3.25","","46","29.1kg","Koblenz","Mustang Tully","$6.00"
"Capalaba (QLD)","Race 9","5","","RACING QUEEN (3)","Paul Cauchi","20.44","5.25","","65","28.7kg","Tommy Shelby","Regal Jade","$19.00"
"Capalaba (QLD)","Race 9","6","","CURIOUS CAZA (4)","Lee Wylie","20.46","5.50","","78","26.7kg","Fernando Bale","Cracking Caza","$34.00"
"Capalaba (QLD)","Race 9","7","","WILDASH BLOOM (8)","Chad Bridge","20.58","7.25","","87","24.0kg","Aston Dee Bee","Mayoress","$6.00"
"Capalaba (QLD)","Race 9","8","","HER PEROGATIVE (5)","Michael Edwards","20.60","7.50","","14","27.5kg","Fernando Bale","Gunnell","$101.00"
"Capalaba (QLD)","Race 10","1","","WILDASH MERV (5)","Chad Bridge","20.34","0.00","","62","30.1kg","Fernando Bale","Wildash Nitro","$3.50"
"Capalaba (QLD)","Race 10","2","","GAIL UNLEASHED (6)","Barry Jones","20.48","2.00","","11","26.7kg","Beast Unleashed","Ragadeen","$11.00"
"Capalaba (QLD)","Race 10","3","","BAT SIGN (2)","Hassell Rolph","20.54","3.00","","76","32.0kg","Zambora Brockie","Shilo","$1.75"
"Capalaba (QLD)","Race 10","4","","BUCK BARROW (1)","Darryl Mcgrath","20.64","4.50","","35","33.1kg","Zipping Garth","No Clyde Needed","$17.00"
"Capalaba (QLD)","Race 10","5","","LUCKY PENGUIN (4)","Paul Stadnikoff","20.72","5.50","","44","27.8kg","Aussie Infrared","Cumbria Belle","$6.50"
"Capalaba (QLD)","Race 10","6","","FORCE (8)","George Kadniak","20.74","5.75","","23","25.6kg","Mepunga Blazer","Sheza Keen Size","$41.00"
"Capalaba (QLD)","Race 10","7","","SOMERSET JESSE (3)","Keith Donaldson","24.63","61.50","","57","26.8kg","Beast Unleashed","Try Catch Tanya","$26.00"
"Capalaba (QLD)","Race 10","SCR","","MESSY IN HEAVEN","Chad Bridge","","","","","","Hard Style Rico","Miss Khatanga",""
"Capalaba (QLD)","Race 10","SCR","","KING ROGER","Paul Stadnikoff","","","","","","West On Augie","Goodison Girl",""
"Capalaba (QLD)","Race 10","SCR","","PORT FOR SHORE","Michael Edwards","","","","","","Bernardo","Gunnell",""
"Gawler (SA)","Race 1","1","","LA MINUETTE (4)","Karen Wittholz","23.47","0.00","","","30.3kg","Milldean Panther","Army's Remy","$2.20"
"Gawler (SA)","Race 1","2","","ZIRCONIA FURY (8)","Tony Hinrichsen","23.64","2.25","","","25.8kg","Filthy Phantom","Diamond Carat","$5.50"
"Gawler (SA)","Race 1","3","","ONCE A DIVA (2)","Renata Maruszczyk","23.89","6.00","","","25.4kg","Fernando Bale","Crazy Diva","$5.00"
"Gawler (SA)","Race 1","4","","BLAZE FURY (5)","Decota Curran","24.59","16.00","","","28.2kg","Sh Avatar","Betty Bowl","$4.80"
"Gawler (SA)","Race 1","5","","BORDEAUX FURY (1)","Tony Hinrichsen","24.65","16.75","","","24.6kg","Filthy Phantom","Zinfandel Tori","$7.50"
"Gawler (SA)","Race 1","6","","OUR BABY TIGER (7)","Renata Maruszczyk","25.07","22.75","","","30.4kg","Fernando Bale","Crazy Diva","$21.00"
"Gawler (SA)","Race 1","SCR","","PHYLLOXERA FURY","Tony Hinrichsen","","","","","","Filthy Phantom","Zinfandel Tori",""
"Gawler (SA)","Race 2","1","","BINNAWAY OAK (6)","Nicole Price","22.86","0.00","","","30.2kg","Orson Allen","Up Time Girl","$2.20"
"Gawler (SA)","Race 2","2","","OUR IVIE ROSE (2)","Rosa Panagiotou","23.09","3.25","","","26.2kg","Feral Franky","Annie Rose","$4.40"
"Gawler (SA)","Race 2","3","","FIRE STONE (1)","Brenda Oakey","23.16","4.25","","","24.9kg","Aston Rupee","Promote","$4.60"
"Gawler (SA)","Race 2","4","","MUFFIN MAN (8)","Nicole Price","23.19","4.75","","","36.7kg","Superior Panama","Nicki Fields","$6.50"
"Gawler (SA)","Race 2","5","","SWIPER (4)","Harrison Trengove","23.28","6.00","","","30.1kg","Wow","Dundee Ally","$9.00"
"Gawler (SA)","Race 3","1","","FOUL THROW (6)","Leanne Fagan","23.19","0.00","","","33.2kg","Spring Bridge","Twig Buzz","$12.00"
"Gawler (SA)","Race 3","2","","MISS PICKLUM (4)","Paul Fagan","23.28","1.25","","","27.7kg","Orson Allen","Zipping Fancy","$6.50"
"Gawler (SA)","Race 3","3","","BUILT FOR GLORY (1)","Michelle Moon","23.31","1.75","","","32.6kg","Bernardo","Fernando's Glory","$1.75"
"Gawler (SA)","Race 3","4","","LALA FLUFFY (8)","Kevin Bewley","23.38","2.50","","","28.6kg","Droopys Sydney","Lala Shim","$3.10"
"Gawler (SA)","Race 3","5","","KOTA LAMBAI (2)","Leanne Fagan","23.79","8.50","","","27.8kg","Zack Monelli","Cimarron Strip","$21.00"
"Gawler (SA)","Race 4","1","","MS. KAREN (4)","Brenda Oakey","23.18","0.00","","","25.6kg","Bernardo","It's A Flirt","$3.40"
"Gawler (SA)","Race 4","2","","ROCK ON BUB (1)","Paul Fagan","23.30","1.75","","","28.7kg","Feral Franky","Milly Rocks","$2.70"
"Gawler (SA)","Race 4","3","","YARRAMUNDI COCO (2)","Ashleigh Kay","23.53","5.00","","","27.3kg","Hard Style Rico","Gemma Nismo","$17.00"
"Gawler (SA)","Race 4","4","","BELLA MAPLE (7)","Brenton Prouse","23.55","5.25","","","26.4kg","Koblenz","Dyna Maple","$17.00"
"Gawler (SA)","Race 4","5","","AUNTY DORRIE (5)","Graeme Stirling","23.74","8.00","","","29.3kg","Mepunga Blazer","She's Grand","$26.00"
"Gawler (SA)","Race 4","6","","JILLIBY JOAN (8)","Brenda Oakey","27.15","56.75","","","25.8kg","Good Odds Harada","Jilliby Caz","$2.60"
"Gawler (SA)","Race 5","1","","CANDYMAN CAN (8)","Brenda Oakey","22.63","0.00","","","34.8kg","Black Magic Opal","Often Imitated","$1.80"
"Gawler (SA)","Race 5","2","","TOOT TOOT (4)","Alan Mcculloch","23.02","5.50","","","32.1kg","My Redeemer","Skywise","$8.50"
"Gawler (SA)","Race 5","3","","MINH BRONCO (2)","Decota Curran","23.06","6.00","","","28.3kg","Flying Ricciardo","Hot Chocolate","$4.20"
"Gawler (SA)","Race 5","4","","JUST ZORRO (7)","Paul Fagan","23.61","14.00","","","32.5kg","Aston Kimetto","Benitoite","$41.00"
"Gawler (SA)","Race 5","5","","LAUREN'S REGRET (5)","Ben Rawlings","23.66","14.50","","","27.0kg","Flying Ricciardo","Invictus Nina","$8.00"
"Gawler (SA)","Race 5","6","","BROOKLYN ROAD (1)","Brian Styles","23.93","18.50","","","26.9kg","Mepunga Blazer","Minnie Mac","$7.50"
"Gawler (SA)","Race 6","1","","MINH JACK (1)","Decota Curran","22.97","0.00","","","29.9kg","Tommy Shelby","Mepunga Sparkle","$2.70"
"Gawler (SA)","Race 6","2","","DILIGENT (5)","Brenda Oakey","23.05","1.00","","","25.1kg","Hard Style Rico","Chill Easy","$3.50"
"Gawler (SA)","Race 6","3","","NO FINES (8)","Adam Burda","23.12","2.00","","","29.8kg","Fabregas","Josie Rumble","$5.50"
"Gawler (SA)","Race 6","4","","CAPTAIN DEMI (4)","Tony Hinrichsen","23.23","3.75","","","24.6kg","Fernando Bale","Another Grey","$11.00"
"Gawler (SA)","Race 6","5","","NO IDEA (7)","Adam Burda","23.24","3.75","","","30.6kg","Fernando Bale","Josie Rumble","$8.00"
"Gawler (SA)","Race 6","6","","STEEL SKIES (2)","John Mundy","23.25","4.00","","","30.0kg","Fernando Bale","Steel Toes","$6.00"
"Gawler (SA)","Race 7","1","","LET'S GO PIES (7)","Raymond Barkla","22.96","0.00","","","32.1kg","Mepunga Blazer","Heaven Rocks","$31.00"
"Gawler (SA)","Race 7","2","","JUKEBOX DUKE (5)","Tony Hinrichsen","23.10","2.00","","","30.9kg","Zipping Garth","Mercedes Monelli","$2.50"
"Gawler (SA)","Race 7","3","","DAZZLING CRUISER (1)","Anthony Nobes","23.12","2.25","","","24.9kg","Mepunga Cruzer","Dazzling Melody","$3.00"
"Gawler (SA)","Race 7","4","","SWEET SENSATION (8)","Anthony Nobes","23.34","5.25","","","26.0kg","Mepunga Cruzer","Dazzling Melody","$6.50"
"Gawler (SA)","Race 7","5","","NAT NISMO (2)","Edgar Kowalewski","23.47","7.25","","","30.0kg","Barcia Bale","Larrakeyah Lady","$4.00"
"Gawler (SA)","Race 7","6","","OBLITERATED (4)","Tony Hinrichsen","23.71","10.50","","","27.1kg","Mr Pupparazzi","Begonia Bale","$23.00"
"Gawler (SA)","Race 8","1","","SOMETHING GOLD (2)","Anthony Nobes","23.21","0.00","","","26.7kg","Aussie Infrared","Scott Something","$3.70"
"Gawler (SA)","Race 8","2","","ALL THE SASS (8)","Anthony Nobes","23.22","0.13","","","29.5kg","Aussie Infrared","Scott Something","$3.80"
"Gawler (SA)","Race 8","3","","WIRRULLA MELVY (7)","Kevin Bewley","23.25","0.75","","","25.6kg","Hard Style Rico","Special Nangar","$1.95"
"Gawler (SA)","Race 8","4","","ZIP ALONG LULU (6)","Tony Hinrichsen","23.74","7.50","","","26.9kg","Zipping Garth","Mercedes Monelli","$14.00"
"Gawler (SA)","Race 8","5","","ASTON GEORGINA (1)","Leanne Fagan","23.75","7.75","","","27.9kg","Aston Kimetto","Aston Regas","$21.00"
"Gawler (SA)","Race 8","6","","COMPTON MINNIE (4)","Raymond Barkla","23.91","10.00","","","26.9kg","Mepunga Blazer","Golly Gumdrops","$34.00"
